,term,entity_id,text_1,text_2,text_3,text_4,text_5
572,zwarte,eng-30-09638009-n,zwarte,duivel,[],"['moor', 'neger', 'negerin', 'nikker', 'roetmop', 'zwarte']","['iemand met een donkere huidskleur', 'iemand met donkere huidskleur', 'vrouw met donkere huidskleur', 'neger', 'neger of vies persoon', 'duivel']"
573,zwarte,odwn-10-105591402-n,bef,lichte plek bij dieren,['een zwarte kat met een witte bef'],['bef'],['lichte plek bij dieren']
574,zwarte,eng-30-09636339-n,zwarte,,[],"['moor', 'neger', 'negerin', 'nikker', 'roetmop', 'zwarte']",[]
575,zwarte,eng-30-09859038-n,zwarte,aanhanger v.h. fascisme,['zijn vader was een zwarte'],"['Zwarthemden', 'zwarte', 'zwarthemden']",['aanhanger v.h. fascisme']
577,zwarte,odwn-10-108091031-n,zwaan,grote zwarte of witte zwemvogel,['de wilde/gewone/zwarte/Australische zwaan'],['zwaan'],['grote zwarte of witte zwemvogel']
580,zwarte,zwarte-n-1,zwarte,iemand met een zwarte huid,['het land van de zwarten'],[],[]
582,zwarte,eng-30-01579028-n,kraai,grote zwarte vogel,"['zo schor als een kraai', 'een bonte/gewone/zwarte kraai']",['kraai'],"['grote zwarte vogel', 'drager v.e. doodskist']"
585,zwarte,eng-30-06715223-n,belediging,uiting,"['een belediging naar het hoofd geworpen krijgen', 'dat boek is een belediging voor zwarte mensen', 'een belediging voor iets of iemand', 'ik voel dat niet als een belediging', 'iets als een belediging voelen']","['spot', 'affront', 'belediging', 'insultatie', 'krenking', 'kwetsing', 'schoffering']","['uiting', 'aanval v.e. ziekte', 'kwetsing', 'slecht of verkeerd gebruik']"
586,zwarte,odwn-10-103179400-n,bende,groep van ongure individuen,"['een bende rovers', 'de bende van [De Zwarte Hand]', 'de leden van de bende', 'een bende vormen', 'rivaliserende bendes']","['bende', 'boevenbende']",['groep van ongure individuen']
587,zwarte,odwn-10-104494013-n,Arabier,paard,['een zwarte Arabier'],['Arabier'],['paard']
588,zwarten,eng-30-10157549-n,kleurling,kind van verschillende rassen,"['zwarten, blanken en kleurlingen']","['halfbloed', 'kleurling']","['persoon van gemengde afkomst', 'kind van verschillende rassen']"
589,zwarten,odwn-10-103541331-n,blanke,iemand met lichte huidskleur,"['blanken en zwarten worden in Zuid-Afrika niet langer apart gehouden', 'onder de apartheid hadden blanken meer rechten dan zwarten']",['blanke'],['iemand met lichte huidskleur']
591,zwarten,zwarte-n-1,zwarte,iemand met een zwarte huid,['het land van de zwarten'],[],[]
592,zwarten,eng-30-02502536-v,toelaten,toegang geven,"['we mogen niemand toelaten bij de zieke', 'iemand toelaten bij [een zieke]', 'iemand toelaten in [een kamer]', 'vroeger werden er geen zwarten op die school toegelaten', 'een leerling toelaten op [een school]', 'ze willen enkele voormalige Oostbloklanden toelaten tot de Europese Unie', 'een land toelaten tot [de Europese Unie]', 'kinderen (niet) toegelaten']","['toegang verlenen', 'binnenlaten', 'inlaten', 'toelaten']","['laten binnenkomen', 'je bemoeien met', 'toegang geven']"
