,term,URI,aat_bow,spacy_cs
5418,indigenous,300417748,"['long', 'medicinal', 'hallucinogen', 'small', 'use', 'peyote', 'property', 'williamsii', 'specie', 'contains', 'ingested', 'native', 'history', 'plant', 'spineless', 'texas', 'cactus', 'psychoactive', 'north', 'lophophora', 'ritualistic']",0.816
5419,indigenous,300417723,"['example', 'large', 'consisting', 'cadaver', 'cloth', 'bundle', 'animal', 'prime', 'around', 'sacrificial', 'mortuary', 'culture', 'funerary', 'package', 'wrapped', 'leather', 'human', 'funeary']",0.768
5420,indigenous,300417724,"['victim', 'mummy', 'remains', 'containing', 'bundle', 'sacrificial', 'mummified', 'culture', 'andes', 'funerary']",0.775
5421,indigenous,300411778,"['lime', 'south', 'hunger', 'coca', 'southeast', 'appeaser', 'cultivated', 'general', 'africa', 'variety', 'asia', 'four', 'masticatory', 'term', 'america', 'stimulant', 'nervous', 'used', 'leaf', 'genus', 'erythroxylum', 'western', 'plant', 'powdered']",0.776
5422,indigenous,300435273,"['latin', 'sugar', 'made', 'celebration', 'work', 'mexico', 'known', 'colony', 'religious', 'originated', 'figure', 'elsewhere', 'spanish', 'alfeñique', 'type', 'art', 'america', 'enriched', 'distinctive', 'folk', 'alfeñiques', 'spread', 'ingredient', 'united', 'spain']",0.869
5423,indigenous,300410778,"['latin', 'vessel', 'example', 'regional', 'divergent', 'metawe', 'two', 'neck', 'drinking', 'american', 'metawes', 'mapuche', 'connected', 'küntawn', 'distinctive']",0.775
5424,indigenous,300400483,"['long', 'height', 'tree', 'extended', 'small', 'borne', 'cultivation', 'handsome', 'mediterranean', 'punica', 'toward', 'calyx', 'lance', 'large', 'considered', 'state', 'specie', 'granatum', 'part', 'afghanistan', 'cultivated', 'fruit', 'five', 'encircled', 'foot', 'bush', 'peninsula', 'persistent', 'bright', 'tubular', 'warmer', 'end', 'branchlet', 'size', 'america', 'arabian', 'red', 'shaped', 'flower', 'india', 'ancient', 'orange', 'neighbouring', 'green', 'country', 'commonly', 'leaf', 'iran', 'axillary', 'united', 'pomegranate', 'elliptic', 'seven']",0.774
5425,indigenous,300387325,"['used', 'reserve', 'primarily', 'term', 'inhabited', 'australia', 'may', 'aboriginal', 'apply', 'particularly', 'also', 'area']",0.802
5426,indigenous,300445558,"['smallpox', 'translated', 'designation', 'sixteenth', 'european', 'sickness', 'general', 'refer', 'cocoliztli', 'term', 'often', 'widespread', 'community', 'illness', 'used', 'contact', 'spread', 'infectious', 'plague', 'mesoamerica', 'although']",0.805
5427,indigenous,300380421,"['laid', 'production', 'beverage', 'ceremonial', 'anthoxanthum', 'vanilla', 'odorata', 'considered', 'specie', 'herbal', 'part', 'medicine', 'include', 'entrance', 'northern', 'classification', 'sacred', 'found', 'incense', 'nitens', 'people', 'peace', 'hierochloe', 'sweetgrass', 'america', 'american', 'flavoring', 'eurasia', 'distinctive', 'used', 'example', 'church', 'seneca', 'holy', 'saint', 'widely', 'north', 'aromatic', 'distilled', 'grass', 'healing', 'genus', 'europe', 'plant', 'certain', 'sweet', 'noted']",0.856
5428,indigenous,300375401,"['including', 'clove', 'aromaticum', 'tree', 'earliest', 'aroma', 'sri', 'trade', 'moluccas', 'particularly', 'taste', 'meat', 'also', 'believed', 'lanka', 'state', 'specie', 'spice', 'many', 'dried', 'christmas', 'indonesia', 'fruit', 'flavor', 'bud', 'native', 'strong', 'pakistan', 'grown', 'island', 'wassail', 'characteristic', 'hot', 'sized', 'food', 'pungent', 'pie', 'flavoring', 'pumpkin', 'important', 'originally', 'madagascar', 'india', 'used', 'traditional', 'bakery', 'cake', 'medium', 'syzygium', 'zanzibar', 'holiday', 'europe', 'united']",0.725
5429,indigenous,300375431,"['common', 'greatly', 'tree', 'domesticated', 'depending', 'indian', 'brought', 'one', 'plum', 'eastern', 'large', 'century', 'state', 'upon', 'specie', 'mango', 'indica', 'colored', 'cultivated', 'fruit', 'variety', 'burma', 'tropical', 'appears', 'asia', 'others', 'myanmar', 'drupe', 'east', 'size', 'assam', 'mangifera', 'weighing', 'important', 'india', 'widely', 'orange', 'varies', 'bce', 'produce', 'sweet']",0.84
5430,indigenous,300387760,"['aht', 'island', 'canadian', 'pacific', 'vancouver', 'first', 'qui', 'clayoquot', 'park', 'along', 'band', 'rim', 'british', 'culture', 'tla', 'living', 'nation', 'national']",0.819
5431,indigenous,300250175,"['zibethicus', 'honshu', 'south', 'flattened', 'ondatra', 'muskrat', 'also', 'area', 'china', 'specie', 'leg', 'wetland', 'compact', 'russia', 'found', 'rodent', 'island', 'tail', 'sized', 'america', 'laterally', 'body', 'siberia', 'member', 'beaver', 'medium', 'north', 'adjacent', 'ukraine', 'europe', 'mongolia', 'short', 'living', 'musquash']",0.798
5432,indigenous,300263334,"['simplication', 'anonymous', 'modification', 'based', 'practice', 'furniture', 'use', 'original', 'style', 'form', 'produced', 'craftsman', 'material', 'display', 'range', 'local', 'vernacular', 'prototype', 'either', 'typically', 'traditional', 'follow', 'country', 'may', 'high', 'closely']",0.771
5433,indigenous,300193270,"['development', 'reveals', 'mural', 'issue', 'focussed', 'columbian', 'characterized', 'discussion', 'painting', 'chicana', 'chicanx', 'particularly', 'addressing', 'promoting', 'style', 'also', 'form', 'technique', 'century', 'state', 'driven', 'pre', 'ethnic', 'element', 'bi', 'cultural', 'refers', 'regionalist', 'political', 'relevant', 'strong', 'mexican', 'beginning', 'expound', 'vernacular', 'rediscovery', 'social', 'american', 'culture', 'heritage', 'contemporary', 'traditional', 'chicano', 'artistic', 'study', 'movement', 'united', 'culturalism']",0.848
5434,indigenous,300417725,"['used', 'wrapping', 'decoratively', 'embroidered', 'woven', 'cloth', 'bundle', 'often', 'culture', 'central', 'mexico', 'south', 'ceremonial', 'wrap', 'special', 'funerary']",0.706
5435,indigenous,300018744,"['production', 'based', 'rendition', 'characterized', 'religious', 'nepal', 'tiered', 'figure', 'style', 'positons', 'blend', 'feature', 'decorated', 'slender', 'singhasari', 'design', 'refers', 'general', 'buddhist', 'distinguished', 'mask', 'include', 'adorned', 'prevalence', 'tantric', 'ganesha', 'singasari', 'concept', 'empire', 'statue', 'magic', 'hindu', 'reflect', 'demonic', 'bhairava', 'iconographic', 'art', 'twisted', 'buffalo', 'sculpture', 'period', 'example', 'artistic', 'skull', 'shiva', 'accompanied', 'ce', 'temple']",0.783
5436,indigenous,300018086,"['various', 'painter', 'gothic', 'began', 'work', 'painting', 'characterized', 'use', 'influenced', 'indian', 'leader', 'composition', 'incan', 'style', 'dramatic', 'ethnic', 'circle', 'spanish', 'origin', 'european', 'refers', 'later', 'abandoning', 'peruvian', 'late', 'netherlandish', 'often', 'local', 'active', 'cuzco', 'gilded', 'perspective', 'independent', 'favoring', 'nature', 'tradition', 'filled', 'patronage', 'flat', 'creole', 'emerged', 'chiaroscuro', 'taught']",0.861
5437,indigenous,300386455,"['people', 'north', 'central', 'mexico', 'culture', 'native', 'style', 'mexican']",0.84
5438,indigenous,300435261,"['creature', 'wood', 'work', 'linares', 'style', 'element', 'spanish', 'colored', 'imade', 'attributed', 'alebrijes', 'brightly', 'alebrije', 'mexican', 'art', 'active', 'distinctive', 'usually', 'folk', 'fantastical', 'earlier', 'pedro', 'papier', 'sculpture', 'inspired', 'although']",0.77
5439,indigenous,300419943,"['latin', 'faience', 'wood', 'made', 'peru', 'consumed', 'chocolate', 'early', 'following', 'create', 'use', 'beverage', 'rim', 'base', 'especially', 'drink', 'area', 'style', 'form', 'using', 'century', 'spanish', 'era', 'many', 'european', 'colonist', 'added', 'gourd', 'mayan', 'jícaras', 'material', 'mate', 'among', 'hot', 'already', 'american', 'handle', 'colonial', 'serve', 'cup', 'became', 'improvised', 'traditional', 'used', 'coconut', 'organic', 'bce', 'jícara', 'western', 'de', 'popular']",0.808
5440,indigenous,300020851,"['normandy', 'evident', 'early', 'norway', 'characterized', 'grand', 'exploitation', 'weapon', 'particularly', 'france', 'castle', 'iceland', 'norseman', 'style', 'introduced', 'area', 'century', 'coast', 'ecclesiastical', 'adaptation', 'european', 'population', 'design', 'refers', 'bailey', 'byzantine', 'northern', 'norman', 'denmark', 'associated', 'armor', 'ninth', 'monastic', 'settled', 'reigned', 'local', 'east', 'isle', 'language', 'british', 'eventually', 'duchy', 'frankish', 'period', 'influence', 'southern', 'raided', 'italy', 'expanded', 'combined', 'adopted', 'romanesque', 'founded', 'motte', 'brilliant', 'ce', 'eighth', 'tenth', 'adventurer']",0.872
5441,indigenous,300019196,"['house', 'visum', 'wood', 'chang', 'thai', 'thong', 'based', 'tiled', 'sanctuary', 'meeting', 'developed', 'lan', 'religious', 'monument', 'secular', 'figure', 'roof', 'style', 'also', 'theme', 'iconography', 'vat', 'kingdom', 'xang', 'innovation', 'architecture', 'eaves', 'console', 'feature', 'dry', 'constructed', 'overwhelmingly', 'refers', 'buddhist', 'building', 'flourished', 'reliquary', 'khmer', 'image', 'hindu', 'structure', 'grandiose', 'exist', 'cambodian', 'culture', 'metal', 'overlapped', 'period', 'featuring', 'sculpture', 'precious', 'stone', 'bronze', 'housing', 'lacquer', 'holy', 'stupa', 'corbel', 'evidenced', 'surrounding', 'supported', 'lacquered', 'low', 'though', 'xieng', 'ce', 'sloping', 'gilded']",0.799
5442,indigenous,300262973,"['caucasoid', 'kuril', 'people', 'island', 'aino', 'produced', 'part', 'sakhalin', 'work', 'archipelago', 'refers', 'japanese', 'culture', 'ainu', 'inhabitant', 'style']",0.908
5443,indigenous,300017881,"['amazon', 'people', 'south', 'amazonian', 'culture', 'native', 'river', 'nationality', 'style', 'area']",0.858
5444,indigenous,300444159,"['neighboring', 'waiãpi', 'french', 'brazil', 'wajapi', 'wajãpi', 'live', 'wayampi', 'tupi', 'group', 'guarani', 'region', 'wayãpi', 'originated']",0.86
5445,indigenous,300417687,"['including', 'columbian', 'chile', 'indian', 'region', 'hunting', 'pre', 'subdivision', 'people', 'del', 'virtually', 'ona', 'argentina', 'culture', 'shelknam', 'patagonian', 'shelnam', 'society', 'southern', 'tierra', 'fuego', 'selknam']",0.847
5446,indigenous,300017180,"['guerrero', 'columbian', 'mixtec', 'one', 'region', 'style', 'mixteca', 'state', 'pre', 'part', 'la', 'comprising', 'mexican', 'people', 'oaxaca', 'mixteco', 'major', 'capital', 'culture', 'mesoamerican', 'ancient', 'inhabited', 'civilization', 'mesoamerica']",0.867
5447,indigenous,300017442,"['belonging', 'north', 'american', 'culture', 'native', 'style']",0.846
5448,indigenous,300435505,"['cree', 'area', 'state', 'odawa', 'algonquin', 'include', 'refers', 'canada', 'people', 'potawatomi', 'group', 'ojibwe', 'culture', 'culturally', 'member', 'anishinaabe', 'related', 'saulteaux', 'united', 'oji']",0.891
5449,indigenous,300264992,"['people', 'coast', 'north', 'culture', 'refers', 'northwest', 'haida', 'subgroup', 'eagle', 'region']",0.831
5450,indigenous,300343906,"['common', 'grow', 'wood', 'mediterranean', 'natural', 'area', 'specie', 'generally', 'cultivated', 'ficus', 'turkey', 'northern', 'seedling', 'extending', 'carica', 'india', 'edible', 'fig', 'asiatic']",0.79
5451,indigenous,300410765,"['latin', 'vessel', 'regional', 'achawall', 'metahue', 'metahues', 'drinking', 'american', 'form', 'cantir', 'mapuche', 'type']",0.761
5452,indigenous,300311481,"['color', 'resembles', 'warm', 'people', 'range', 'flesh', 'pink', 'western', 'named', 'skin']",0.599
5453,indigenous,300210037,"['made', 'back', 'brought', 'mocassin', 'leather', 'also', 'form', 'heel', 'part', 'shoe', 'upper', 'entirely', 'similar', 'foot', 'type', 'sole', 'people', 'worn', 'footwear', 'leatherlike', 'originally', 'portion', 'north', 'deerskin', 'soft', 'hard', 'attached', 'construction', 'heelless', 'moccasin', 'covering']",0.729
5454,indigenous,300445420,"['large', 'comprised', 'cloth', 'tied', 'worn', 'rectangular', 'waist', 'cueitl', 'body', 'around', 'lower', 'skirt', 'woman', 'wrapped']",0.508
5455,indigenous,300417827,"['receptacle', 'musky', 'copal', 'brazier', 'opening', 'xantils', 'produced', 'censer', 'mexican', 'rose', 'effigy', 'functioned', 'thick', 'burned', 'smoke', 'xantil', 'deity', 'xantiles', 'incense']",0.589
5456,indigenous,300264968,"['cypro', 'beaked', 'round', 'based', 'refers', 'narrow', 'special', 'oinochoe', 'jug', 'shape', 'bodied', 'type']",0.643
5457,indigenous,300018877,"['made', 'figural', 'oldest', 'influenced', 'known', 'symbolic', 'evidence', 'monolithic', 'two', 'buddhism', 'sandstone', 'suggests', 'created', 'often', 'capital', 'tan', 'erected', 'aspect', 'jain', 'yaksha', 'asoka', 'achaemenid', 'ancient', 'tradition', 'third', 'may', 'specifically', 'bce', 'recent', 'built', 'enlightened', 'surface', 'rock', 'practice', 'religious', 'figure', 'well', 'column', 'refers', 'chamber', 'died', 'beginning', 'term', 'ashokan', 'best', 'yakshi', 'important', 'gloss', 'female', 'tirthankaras', 'strongly', 'sculpture', 'noted', 'reign', 'subject', 'represent', 'style', 'unique', 'polished', 'throughout', 'pillar', 'came', 'come', 'erecting', 'chunar', 'cosmic', 'cult', 'position', 'edict', 'remaining', 'became', 'ruled', 'stone', 'forty', 'preferred', 'carving', 'earlier', 'earth', 'male', 'monumental', 'maurya', 'long', 'wood', 'carved', 'monk', 'earliest', 'persian', 'indian', 'architecture', 'generally', 'surviving', 'intricately', 'ashoka', 'cut', 'mauryan', 'art', 'world', 'monumentality', 'emperor', 'period', 'example', 'called', 'imperial', 'year']",0.863
5458,indigenous,300400849,"['traditional', 'across', 'belief', 'people', 'commonality', 'african', 'south', 'sahara', 'culture', 'practice', 'share', 'religion', 'africa', 'homogeneous', 'world', 'religious', 'certain']",0.848
5459,indigenous,300019197,"['visum', 'prabang', 'production', 'city', 'buddha', 'restoration', 'style', 'luang', 'vat', 'architecture', 'statuary', 'refers', 'northern', 'mark', 'flourished', 'named', 'khmer', 'reflect', 'culture', 'period', 'mai', 'renowned', 'artistic', 'construction', 'sculpture', 'temple', 'included']",0.833
5460,indigenous,300386028,"['presence', 'various', 'constitution', 'derived', 'dravidian', 'indian', 'tribe', 'adivasi', 'whose', 'listed', 'style', 'area', 'descendent', 'tribal', 'within', 'generally', 'scheduled', 'population', 'european', 'general', 'invasion', 'ancestral', 'economic', 'subcontinent', 'african', 'term', 'aryan', 'precedes', 'social', 'language', 'settlement', 'culture', 'targeted', 'retaining', 'india', 'used', 'ancient', 'usually', 'adivasis', 'sanskrit', 'austric', 'limited', 'bce', 'indo', 'located', 'group']",0.92
5461,indigenous,300264993,"['people', 'coast', 'north', 'subgroup', 'raven', 'refers', 'northwest', 'american', 'haida', 'culture', 'native', 'region']",0.87
5462,indigenous,300017787,"['pánuco', 'gulf', 'veracruz', 'mexico', 'river', 'style', 'potosí', 'hidalgo', 'state', 'coast', 'huastec', 'huaxtec', 'along', 'san', 'people', 'luis', 'traditionally', 'culture', 'group', 'concentrated']",0.833
5463,indigenous,300017836,"['people', 'ixil', 'culture', 'style', 'mayan']",0.748
5464,indigenous,300017918,"['people', 'range', 'mountain', 'south', 'andean', 'culture', 'native', 'andes', 'continental', 'style']",0.854
5465,indigenous,300017769,"['belonging', 'middle', 'american', 'culture', 'native', 'style']",0.834
5466,indigenous,300262845,"['name', 'ethnic', 'island', 'african', 'hadimu', 'tanzania', 'zanzibar', 'wahadimu', 'culture', 'inhabiting', 'group', 'style']",0.893
5467,indigenous,300018564,"['series', 'thus', 'benin', 'wave', 'migration', 'style', 'area', 'kingdom', 'state', 'migrant', 'origin', 'cultural', 'edo', 'refers', 'ancestor', 'complex', 'speaking', 'migrated', 'history', 'people', 'reflect', 'african', 'art', 'bendel', 'language', 'trace', 'culture', 'mutually', 'neighboring', 'intermixed', 'settler', 'related', 'outside', 'however', 'living']",0.927
5468,indigenous,300264839,"['protected', 'biodiversity', 'order', 'govenment', 'area', 'owner', 'australia', 'part', 'cultural', 'agreement', 'ipa', 'promote', 'national', 'designated', 'people', 'reserve', 'enter', 'voluntary', 'australian', 'boundary', 'resource', 'land', 'nature', 'traditional', 'system', 'inhabited', 'preserve', 'establish', 'considered']",0.85
5469,indigenous,300264839,"['protected', 'biodiversity', 'order', 'govenment', 'area', 'owner', 'australia', 'part', 'cultural', 'agreement', 'ipa', 'promote', 'national', 'designated', 'people', 'reserve', 'enter', 'voluntary', 'australian', 'boundary', 'resource', 'land', 'nature', 'traditional', 'system', 'inhabited', 'preserve', 'establish', 'considered']",0.85
5470,indigenous,300264839,"['protected', 'biodiversity', 'order', 'govenment', 'area', 'owner', 'australia', 'part', 'cultural', 'agreement', 'ipa', 'promote', 'national', 'designated', 'people', 'reserve', 'enter', 'voluntary', 'australian', 'boundary', 'resource', 'land', 'nature', 'traditional', 'system', 'inhabited', 'preserve', 'establish', 'considered']",0.85
5471,indigenous,300017179,"['pre', 'oaxaca', 'date', 'least', 'columbian', 'back', 'civilization', 'culture', 'flourished', 'zapotec', 'style', 'valley']",0.741
5472,indigenous,300017879,"['people', 'south', 'american', 'culture', 'native', 'style']",0.844
5473,indigenous,300017498,"['californian', 'belonging', 'american', 'culture', 'native', 'california', 'style']",0.835
5474,indigenous,300018752,"['wood', 'reflects', 'malaysian', 'characterized', 'known', 'chinese', 'religious', 'java', 'numerous', 'majapahit', 'region', 'style', 'occupation', 'modern', 'feature', 'iban', 'protectorate', 'sarawak', 'refers', 'motif', 'finally', 'empire', 'history', 'brunei', 'borneo', 'foreign', 'people', 'art', 'ceramic', 'british', 'featuring', 'islamic', 'animist', 'carving', 'ironwork', 'associated', 'taught']",0.88
5475,indigenous,300018939,"['hallmark', 'persian', 'indian', 'style', 'revival', 'architecture', 'central', 'mingling', 'northern', 'late', 'mid', 'mughals', 'culture', 'emperor', 'period', 'islamic', 'india', 'describes', 'mughal', 'mogul']",0.798
5476,indigenous,300019003,"['hand', 'stylized', 'regional', 'chamba', 'presence', 'pale', 'richer', 'subject', 'half', 'early', 'painting', 'influential', 'school', 'influenced', 'romantic', 'artist', 'poetic', 'squarish', 'noticeably', 'also', 'especially', 'style', 'fractured', 'large', 'century', 'state', 'element', 'incorporated', 'well', 'throughout', 'cultural', 'punjab', 'refers', 'rendering', 'came', 'facial', 'bringing', 'later', 'pahari', 'preference', 'miniature', 'circa', 'history', 'color', 'slim', 'jammu', 'due', 'sheltered', 'characteristic', 'warmer', 'much', 'expressive', 'continued', 'rectangular', 'done', 'naturalistic', 'depiction', 'preserved', 'became', 'heritage', 'basohli', 'increasingly', 'contemporary', 'distinctive', 'influence', 'second', 'guler', 'arrived', 'decorative', 'outside', 'mughal', 'associated', 'felt']",0.865
5477,indigenous,300264379,"['korea', 'ceremonial', 'secular', 'century', 'two', 'genre', 'type', 'japan', 'light', 'resembles', 'pronunciation', 'instrumental', 'purely', 'mainly', 'aspect', 'kangen', 'typically', 'tang', 'solo', 'information', 'ancient', 'tradition', 'elegant', 'musical', 'asian', 'notation', 'derived', 'ya', 'chinese', 'stringed', 'komagaku', 'involve', 'include', 'refers', 'japanese', 'contains', 'instrument', 'national', 'wind', 'established', 'term', 'combination', 'togaku', 'major', 'differ', 'valuable', 'drum', 'north', 'shinto', 'gagaku', 'ritual', 'character', 'form', 'southeast', 'accompanying', 'imported', 'provides', 'court', 'became', 'shed', 'traditional', 'name', 'organized', 'bugaku', 'vocal', 'flute', 'lost', 'various', 'thus', 'indian', 'plucked', 'china', 'part', 'main', 'surviving', 'performed', 'music', 'imperial', 'called', 'performance', 'although', 'closely', 'dynasty']",0.871
5478,indigenous,300107225,"['relief', 'buddha', 'dynastic', 'influenced', 'dragon', 'superimposed', 'horse', 'elephant', 'vietnamese', 'modern', 'pedestal', 'buddhist', 'motif', 'consisting', 'helped', 'seated', 'buffalo', 'featuring', 'system', 'may', 'sculpted', 'intersecting', 'use', 'architectural', 'chinese', 'figure', 'region', 'also', 'innovation', 'driven', 'decorated', 'column', 'refers', 'later', 'complex', 'cham', 'lion', 'platform', 'established', 'ly', 'panel', 'lesser', 'flower', 'beam', 'hanoi', 'decorative', 'prime', 'leaf', 'sculpture', 'temple', 'truss', 'block', 'single', 'oak', 'thought', 'developed', 'river', 'style', 'eaves', 'ridge', 'along', 'reflecting', 'distinct', 'lotus', 'red', 'shaped', 'stone', 'vine', 'stupa', 'prominent', 'earlier', 'construction', 'stability', 'primarily', 'delta', 'carved', 'half', 'roof', 'architecture', 'feature', 'generally', 'refer', 'statue', 'terracotta', 'decoration', 'art', 'period', 'example', 'ce', 'dynasty']",0.797
5479,indigenous,300038454,"['including', 'kneeler', 'furniture', 'praying', 'known', 'stool', 'prayer', 'many', 'christian', 'general', 'christianity', 'sometimes', 'like', 'african', 'seat', 'culture', 'bench', 'used', 'called', 'low', 'specifically', 'western', 'dieu']",0.823
5480,indigenous,300018742,"['shaivism', 'program', 'sanjaya', 'production', 'javanese', 'weapon', 'resurgence', 'manuscript', 'mataram', 'religious', 'shailendras', 'ideological', 'style', 'kingdom', 'driven', 'incorporated', 'element', 'throughout', 'design', 'refers', 'buddhist', 'later', 'building', 'ancestor', 'panting', 'flourished', 'hindu', 'cult', 'mahayana', 'shaivite', 'sweeping', 'textile', 'seventh', 'synthesized', 'candis', 'period', 'alongside', 'resulted', 'spirit', 'struggle', 'temple', 'tenth', 'dynasty']",0.839
5481,indigenous,300410645,"['latin', 'long', 'regional', 'pointed', 'incan', 'symbol', 'every', 'base', 'greek', 'distinguished', 'conquered', 'narrow', 'distinctively', 'similar', 'named', 'arybalos', 'vessel', 'found', 'aríbalo', 'often', 'variation', 'cylindrical', 'aríbalos', 'ceramic', 'american', 'inca', 'shaped', 'globular', 'usually', 'may', 'territory', 'arybalo', 'aribalos', 'wall']",0.814
5482,indigenous,300264541,"['padmasambhava', 'vajrayana', 'first', 'practice', 'order', 'work', 'original', 'school', 'indian', 'largest', 'rnying', 'religious', 'nyingma', 'century', 'borrowed', 'origin', 'central', 'buddhism', 'bon', 'later', 'heretical', 'includes', 'emphasizes', 'sometimes', 'asia', 'distinct', 'local', 'mystical', 'idea', 'scholarly', 'tibetan', 'trace', 'root', 'aspect', 'became', 'divinity', 'nyingmapa', 'india', 'master', 'teaching', 'tradition', 'called', 'second', 'tibet', 'claim', 'diffusion', 'pa', 'regarded', 'transmit', 'shamanistic', 'old', 'considered']",0.867
5483,indigenous,300400880,"['bark', 'used', 'buckthorn', 'grown', 'specie', 'ornamental', 'dye', 'green', 'utilis', 'rhamnus', 'extract', 'europe', 'shrub', 'chinese', 'wool']",0.565
5484,indigenous,300343703,"['common', 'long', 'ability', 'classified', 'peru', 'huge', 'south', 'evident', 'currently', 'oldest', 'underside', 'arctic', 'degree', 'pressure', 'fauna', 'one', 'running', 'circle', 'specie', 'hiding', 'silently', 'get', 'classification', 'competitive', 'speed', 'odocoileus', 'glaciation', 'cover', 'ice', 'extinct', 'whitetail', 'although', 'canada', 'genetic', 'predates', 'range', 'tail', 'skill', 'reflect', 'subspecies', 'sized', 'america', 'virginia', 'american', 'became', 'equator', 'change', 'several', 'white', 'extant', 'name', 'hair', 'last', 'tailed', 'medium', 'abundant', 'predation', 'north', 'age', 'move', 'virginianus', 'rump', 'indicates', 'black', 'high', 'research', 'apart', 'western', 'deer', 'legendary', 'likely', 'severe']",0.838
5485,indigenous,300387807,"['including', 'canada', 'family', 'atlantic', 'north', 'mountain', 'yurok', 'northwestern', 'rocky', 'wiyot', 'america', 'aql', 'language', 'algic', 'algonquian', 'area']",0.804
5486,indigenous,300411637,"['made', 'maize', 'people', 'south', 'liquor', 'chicha', 'plant', 'fermented']",0.692
5487,indigenous,300391499,"['usually', 'pointed', 'conical', 'prevalent', 'midwest', 'round', 'north', 'early', 'earthen', 'mound', 'narrow', 'artificial', 'dome', 'burial', 'shaped', 'inhabitant', 'sometimes', 'especially']",0.77
5488,indigenous,300017878,"['people', 'major', 'culture', 'taino', 'one', 'arawak', 'style']",0.8
5489,indigenous,300017437,"['south', 'belong', 'use', 'narrowly', 'division', 'prefer', 'indian', 'excluding', 'tribal', 'state', 'specie', 'many', 'central', 'general', 'refer', 'reserved', 'native', 'concept', 'human', 'canada', 'people', 'term', 'america', 'specific', 'whenever', 'american', 'culture', 'possible', 'typically', 'eskimo', 'used', 'broader', 'mongoloid', 'widely', 'indie', 'north', 'west', 'united', 'group', 'considered']",0.898
5490,indigenous,300017437,"['south', 'belong', 'use', 'narrowly', 'division', 'prefer', 'indian', 'excluding', 'tribal', 'state', 'specie', 'many', 'central', 'general', 'refer', 'reserved', 'native', 'concept', 'human', 'canada', 'people', 'term', 'america', 'specific', 'whenever', 'american', 'culture', 'possible', 'typically', 'eskimo', 'used', 'broader', 'mongoloid', 'widely', 'indie', 'north', 'west', 'united', 'group', 'considered']",0.898
5491,indigenous,300435341,"['sri', 'early', 'allied', 'veddah', 'inhabiting', 'district', 'lanka', 'century', 'southeast', 'population', 'aboriginal', 'prior', 'sinhala', 'speak', 'vedda', 'people', 'ethnically', 'culture', 'jungle', 'india', 'southern', 'forest', 'adopted', 'longer', 'ethnicity']",0.918
5492,indigenous,300107240,"['coral', 'reveals', 'wood', 'non', 'introduction', 'lost', 'encrusted', 'neck', 'developed', 'head', 'influenced', 'altar', 'buddha', 'depicted', 'representation', 'dragon', 'dolmen', 'symbol', 'dominant', 'region', 'also', 'style', 'exists', 'hinduism', 'ornamental', 'feature', 'well', 'religion', 'glass', 'refers', 'motif', 'buddhism', 'incorporates', 'sacred', 'native', 'strong', 'shell', 'material', 'ornament', 'often', 'structure', 'terraced', 'cast', 'mythical', 'sacrificial', 'menhir', 'bead', 'buffalo', 'elaborate', 'indonesian', 'megalith', 'sculpture', 'wax', 'burial', 'heavily', 'tradition', 'flores', 'protective', 'carving', 'beadwork', 'bone', 'method', 'associated', 'gem', 'monumental', 'gilded', 'serpent']",0.811
5493,indigenous,300107847,"['latin', 'dominated', 'peru', 'early', 'sought', 'influential', 'formerly', 'indian', 'whose', 'revitalize', 'region', 'aprismo', 'century', 'new', 'european', 'indigenismo', 'refers', 'indigenism', 'political', 'role', 'presidency', 'cßsrdenas', 'people', 'rename', 'advocating', 'art', 'america', 'social', 'became', 'heritage', 'member', 'proposed', 'lßszaro', 'movement', 'revolutionary']",0.852
5494,indigenous,300387323,"['india', 'used', 'tribal', 'term', 'area', 'inhabited', 'may', 'apply', 'particularly', 'also', 'primarily']",0.796
5495,indigenous,300017564,"['basin', 'belonging', 'american', 'great', 'native']",0.839
5496,indigenous,300017468,"['woodland', 'southern', 'eastern', 'ethnic', 'odawa', 'state', 'anishinabe', 'ottawa', 'american', 'northern', 'culture', 'united', 'group', 'odaawaa', 'region', 'style']",0.883
5497,indigenous,300385959,"['including', 'geology', 'polar', 'arctic', 'region', 'also', 'part', 'refer', 'northern', 'context', 'animal', 'asia', 'northernmost', 'people', 'term', 'art', 'culture', 'ocean', 'north', 'may', 'earth', 'geography', 'europe', 'plant', 'oceanography', 'climate']",0.882
5498,indigenous,300385959,"['including', 'geology', 'polar', 'arctic', 'region', 'also', 'part', 'refer', 'northern', 'context', 'animal', 'asia', 'northernmost', 'people', 'term', 'art', 'culture', 'ocean', 'north', 'may', 'earth', 'geography', 'europe', 'plant', 'oceanography', 'climate']",0.882
5499,indigenous,300018863,"['south', 'see', 'developed', 'use', 'formerly', 'indian', 'nation', 'style', 'also', 'appropriate', 'modern', 'former', 'asian', 'le', 'population', 'refer', 'oriental', 'broadly', 'himalayn', 'subcontinent', 'bengal', 'term', 'east', 'arabian', 'bay', 'british', 'culture', 'ocean', 'india', 'used', 'indie', 'even', 'north', 'may', 'specifically', 'bounded', 'nationality', 'sea']",0.868
